stage,variant_name,variant,dataset,simulation_days,run_id,status,official_net,gross_income,distance_cost,gross_minus_cost,preference_penalty,official_net_delta_vs_b0,gross_delta_vs_b0,preference_penalty_delta_vs_b0,expected_official_net,score_accounting_ok,take_count,wait_count,reposition_count,query_minutes,query_minutes_per_take,qwen_compile_calls,qwen_compile_cache_hits,qwen_compile_or_cache_hit_count,qwen_link_calls,qwen_link_or_cache_hit_count,qwen_auditor_calls,qwen_audit_adjustment_nonzero_count,controller_scored_candidate_count,candidate_rule_eval_count,score_changed_by_controller_count,changed_decision_count,hard_block_count,soft_penalty_count,repair_value_count,visible_graph_used_count,terminal_value_used_count,income_abort_count,illegal_count,rejected_take_count,simulation_failures,abort_count,failure_count,objective_score,keep_or_kill,params_json,env_json,notes,command,exit_code,started_at,finished_at,duration_seconds,variant_key,trial_id,params_hash,run_dir,repair_trigger_count,repair_minutes_total,repair_wait_minutes_per_day_p50,repair_wait_minutes_per_day_p90,repair_wait_minutes_per_day_max,b0_shadow_override_count,b0_shadow_fallback_count,net_delta_vs_b0,penalty_delta_vs_b0,auditor_adjustment_nonzero,controller_score_changed,json_valid_rate,graph_alpha,package_candidate,top5_0509_sanity,fallback_to_b0,default_variant_verified,selected_reason
G0,G0_graph_alpha_0.00,fuse_targeted_repair,20260529,31,runs/fuse/graph/20260529/G0_graph_alpha_0.00,EXECUTED,2350.86,39848.07,12197.2,27650.87,25300.0,-2716.83,-15556.82,-12840.0,2350.87,True,54,134,2,2647,49.02,11,373,384,183,556,0,0,0,0,0,0,0,0,0,188,53,0,0,0,0,0,0,-9823.7,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""graph_alpha"":0.0,""gross_floor_curve"":""off"",""lost_gross_cap"":6000,""max_repair_wait_per_day"":1440,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":0.8,""repair_start_day"":8,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GRAPH_TAKE_ONLY"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""6000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""1440"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5"",""CROWN_TRIDENT_ENABLE_VISIBLE_GRAPH_MPC"":""1"",""CROWN_TRIDENT_VISIBLE_GRAPH_ALPHA"":""0.0""}",Tiny graph diagnostic; take ranking only by policy.,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant fuse_targeted_repair --results-dir runs\fuse\graph\20260529\G0_graph_alpha_0.00 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,2026-06-03T15:37:25,2026-06-03T15:43:00,334.81,G0,G0,64a86270ab20,runs/fuse/graph/20260529/G0_graph_alpha_0.00,19,26950,1420.0,1420.0,2848,19,169,-2716.83,-12840.0,0,0,0.0,0.0,false,false,false,false,
G1,G1_graph_alpha_0.03,fuse_targeted_repair,20260529,31,runs/fuse/graph/20260529/G1_graph_alpha_0.03,EXECUTED,2350.86,39848.07,12197.2,27650.87,25300.0,-2716.83,-15556.82,-12840.0,2350.87,True,54,134,2,2647,49.02,11,373,384,183,556,0,0,0,0,0,0,0,0,0,188,53,0,0,0,0,0,0,-9823.7,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""graph_alpha"":0.03,""gross_floor_curve"":""off"",""lost_gross_cap"":6000,""max_repair_wait_per_day"":1440,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":0.8,""repair_start_day"":8,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GRAPH_TAKE_ONLY"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""6000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""1440"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5"",""CROWN_TRIDENT_ENABLE_VISIBLE_GRAPH_MPC"":""1"",""CROWN_TRIDENT_VISIBLE_GRAPH_ALPHA"":""0.03""}",Tiny graph diagnostic; take ranking only by policy.,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant fuse_targeted_repair --results-dir runs\fuse\graph\20260529\G1_graph_alpha_0.03 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,2026-06-03T15:43:00,2026-06-03T15:48:32,332.0,G1,G1,da9996400455,runs/fuse/graph/20260529/G1_graph_alpha_0.03,19,26950,1420.0,1420.0,2848,19,169,-2716.83,-12840.0,0,0,0.0,0.03,false,false,false,false,
G2,G2_graph_alpha_0.05,fuse_targeted_repair,20260529,31,runs/fuse/graph/20260529/G2_graph_alpha_0.05,EXECUTED,2350.86,39848.07,12197.2,27650.87,25300.0,-2716.83,-15556.82,-12840.0,2350.87,True,54,134,2,2647,49.02,11,373,384,183,556,0,0,0,0,0,0,0,0,0,188,53,0,0,0,0,0,0,-9823.7,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""graph_alpha"":0.05,""gross_floor_curve"":""off"",""lost_gross_cap"":6000,""max_repair_wait_per_day"":1440,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":0.8,""repair_start_day"":8,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GRAPH_TAKE_ONLY"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""6000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""1440"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5"",""CROWN_TRIDENT_ENABLE_VISIBLE_GRAPH_MPC"":""1"",""CROWN_TRIDENT_VISIBLE_GRAPH_ALPHA"":""0.05""}",Tiny graph diagnostic; take ranking only by policy.,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant fuse_targeted_repair --results-dir runs\fuse\graph\20260529\G2_graph_alpha_0.05 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,2026-06-03T15:48:32,2026-06-03T15:54:08,335.88,G2,G2,f498f266a97c,runs/fuse/graph/20260529/G2_graph_alpha_0.05,19,26950,1420.0,1420.0,2848,19,169,-2716.83,-12840.0,0,0,0.0,0.05,false,false,false,false,
G3,G3_graph_alpha_0.10,fuse_targeted_repair,20260529,31,runs/fuse/graph/20260529/G3_graph_alpha_0.10,EXECUTED,2153.82,39613.63,12159.81,27453.82,25300.0,-2913.87,-15753.87,-12840.0,2153.82,True,53,135,2,2655,50.09,11,373,384,183,556,0,0,0,0,0,0,0,0,0,188,52,0,0,0,0,0,0,-10119.27,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""graph_alpha"":0.1,""gross_floor_curve"":""off"",""lost_gross_cap"":6000,""max_repair_wait_per_day"":1440,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":0.8,""repair_start_day"":8,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GRAPH_TAKE_ONLY"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""6000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""1440"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5"",""CROWN_TRIDENT_ENABLE_VISIBLE_GRAPH_MPC"":""1"",""CROWN_TRIDENT_VISIBLE_GRAPH_ALPHA"":""0.1""}",Tiny graph diagnostic; take ranking only by policy.,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant fuse_targeted_repair --results-dir runs\fuse\graph\20260529\G3_graph_alpha_0.10 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,2026-06-03T15:54:08,2026-06-03T16:00:00,351.93,G3,G3,4ab458fe4647,runs/fuse/graph/20260529/G3_graph_alpha_0.10,19,26950,1420.0,1420.0,2848,19,169,-2913.87,-12840.0,0,0,0.0,0.1,false,false,false,false,
TRIAL,trial_001,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_001,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,5,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""gross_floor_curve"":""off"",""lost_gross_cap"":500,""max_repair_wait_per_day"":60,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":20,""repair_roi_threshold"":0.8,""repair_start_day"":1,""repair_value_scale"":0.25,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.05}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""500"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""60"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""20"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.25"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.05""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_001,0,,,,TRIAL,trial_001,73fde16571f9,runs/fuse/search/20260529/trial_001,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_002,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_002,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,5,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.25,""gross_floor_curve"":""mild"",""lost_gross_cap"":500,""max_repair_wait_per_day"":60,""min_profit_to_override_repair"":200,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":0.8,""repair_start_day"":8,""repair_value_scale"":0.25,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.1,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.05}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.25"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""500"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""60"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""200"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.25"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.05""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_002,0,,,,TRIAL,trial_002,cdb5db3f81ba,runs/fuse/search/20260529/trial_002,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_003,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_003,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,5,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.5,""cap_discount"":0.5,""gross_floor_curve"":""medium"",""lost_gross_cap"":500,""max_repair_wait_per_day"":60,""min_profit_to_override_repair"":350,""qwen_auditor_numeric"":0,""repair_end_day"":28,""repair_roi_threshold"":0.8,""repair_start_day"":12,""repair_value_scale"":0.25,""soft_violation_profit_threshold"":1000,""unknown_soft_risk"":0.25,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.05}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.5"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.5"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""medium"",""CROWN_FUSE_LOST_GROSS_CAP"":""500"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""60"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""350"",""CROWN_FUSE_REPAIR_END_DAY"":""28"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""12"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.25"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""1000"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.25"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.05""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_003,0,,,,TRIAL,trial_003,fb2680d636d8,runs/fuse/search/20260529/trial_003,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_004,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_004,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""gross_floor_curve"":""off"",""lost_gross_cap"":4000,""max_repair_wait_per_day"":360,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":0.8,""repair_start_day"":1,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""4000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""360"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_004,0,,,,TRIAL,trial_004,ab0b2a39504d,runs/fuse/search/20260529/trial_004,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_005,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_005,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":0.0,""gross_floor_curve"":""off"",""lost_gross_cap"":6000,""max_repair_wait_per_day"":1440,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":0.8,""repair_start_day"":1,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":1.0}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""6000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""1440"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""1.0""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_005,0,,,,TRIAL,trial_005,784d8076c6c3,runs/fuse/search/20260529/trial_005,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_006,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_006,EXECUTED,-48328.27,74377.98,21866.25,52511.73,100840.0,-53395.96,9304.04,62700.0,-48328.27,True,113,109,0,2785,24.65,10,439,449,214,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106600.27,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.0,""gross_floor_curve"":""mild"",""lost_gross_cap"":4000,""max_repair_wait_per_day"":360,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":1.0,""repair_start_day"":1,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.05,""verified_penalty_scale"":1.0,""wait_repair_strength"":1.0}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""4000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""360"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.0"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""1.0""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_006,0,,,,TRIAL,trial_006,c72f4c83ef7a,runs/fuse/search/20260529/trial_006,28,0,0.0,0.0,0,28,194,-53395.96,62700.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_007,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_007,EXECUTED,2186.42,56565.35,16798.92,39766.43,37580.0,-2881.27,-3441.26,-560.0,2186.43,True,77,193,0,3376,43.84,10,516,526,241,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11594.36,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.25,""gross_floor_curve"":""mild"",""lost_gross_cap"":4000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":200,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":1.0,""repair_start_day"":8,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.1,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.75}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.25"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""4000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""200"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.0"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.75""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_007,0,,,,TRIAL,trial_007,2f76310c8493,runs/fuse/search/20260529/trial_007,2,1440,1440.0,1440.0,1440,2,249,-2881.27,-560.0,0,0,0.0,,false,false,false,false,
