trial_id,stage,status,variant,config_hash,params_json,run_dir,command,exit_code,dataset,simulation_days,official_net,gross_minus_cost,preference_penalty,take_count,wait_count,reposition_count,query_count,query_minutes,query_minutes_per_take,invalid_count,rejected_take_count,income_abort_count,qwen_compile_calls,qwen_link_calls,qwen_auditor_calls,qwen_numeric_adjustments,schema_valid_rate,behavioral_pref_accuracy,false_safe_rate,false_hard_block_rate,blocked_high_penalty_take_count,penalty_reduction_vs_anchor,gross_loss_vs_anchor,value_model_used_count,beam_used_count,terminal_value_used_count,adaptive_query_used_count,month_end_protection_count,regret_lns_used_count,evolution_generation,b0_action_included_rate,action_signature_match_rate_if_noop,b0_shadow_pure,keep_or_kill,kill_reason
G017,TierA_search_full_31day,EXECUTED,crown_dragon_orca,2baf19df671dbd5a,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":3,""money_weight"":1.46,""month_end_weight"":3.0,""pph_weight"":9.4,""pref_debt_weight"":0.8,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G017,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G017 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21947.09,30352.91,52300.0,68,195,23,213,1553,22.84,0,0,0,7,205,0,0,0.8939,1.0,0.0,0.0,68,-14160.0,12854.78,68,68,68,68,5,68,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G018,TierA_search_full_31day,EXECUTED,crown_dragon_orca,25e7bcc3e695baea,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":1,""money_weight"":1.58,""month_end_weight"":6.0,""pph_weight"":5.0,""pref_debt_weight"":0.2,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G018,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G018 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-15764.35,31375.66,47140.0,69,215,22,215,1571,22.77,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,69,-9000.0,11832.03,69,69,69,69,4,69,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G019,TierA_search_full_31day,EXECUTED,crown_dragon_orca,1747f8a24180ee05,"{""beam_depth"":3,""beam_width"":2,""evolution_generation"":2,""money_weight"":1.7,""month_end_weight"":9.0,""pph_weight"":5.55,""pref_debt_weight"":0.32,""query_k"":600,""value_weight"":0.24}",runs/dragon_orca/eval_20260529/search/G019,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G019 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-15653.58,31486.43,47140.0,68,218,22,218,1579,23.22,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,68,-9000.0,11721.26,68,68,68,68,4,68,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G020,TierA_search_full_31day,EXECUTED,crown_dragon_orca,12ab0ac7514c4734,"{""beam_depth"":1,""beam_width"":0,""evolution_generation"":3,""money_weight"":1.82,""month_end_weight"":0.0,""pph_weight"":6.1,""pref_debt_weight"":0.44,""query_k"":120,""value_weight"":0.0}",runs/dragon_orca/eval_20260529/search/G020,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G020 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-10398.52,31841.48,42240.0,66,193,22,208,1510,22.88,0,0,0,7,202,0,0,0.8939,1.0,0.0,0.0,66,-4100.0,11366.21,0,0,0,0,0,66,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G021,TierA_search_full_31day,EXECUTED,crown_dragon_orca,4bf12f566e587e88,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":1,""money_weight"":1.1,""month_end_weight"":3.0,""pph_weight"":6.65,""pref_debt_weight"":0.56,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G021,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G021 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21716.28,30583.73,52300.0,70,211,23,212,1553,22.19,0,0,0,7,207,0,0,0.8939,1.0,0.0,0.0,70,-14160.0,12623.96,70,70,70,70,4,70,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G022,TierA_search_full_31day,EXECUTED,crown_dragon_orca,78682501412569fc,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":2,""money_weight"":1.22,""month_end_weight"":6.0,""pph_weight"":7.2,""pref_debt_weight"":0.68,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G022,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G022 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21716.28,30583.73,52300.0,70,211,23,212,1553,22.19,0,0,0,7,207,0,0,0.8939,1.0,0.0,0.0,70,-14160.0,12623.96,70,70,70,70,4,70,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G023,TierA_search_full_31day,EXECUTED,crown_dragon_orca,ac413d9e550faba9,"{""beam_depth"":3,""beam_width"":2,""evolution_generation"":3,""money_weight"":1.34,""month_end_weight"":9.0,""pph_weight"":7.75,""pref_debt_weight"":0.8,""query_k"":600,""value_weight"":0.24}",runs/dragon_orca/eval_20260529/search/G023,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G023 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21981.95,30318.06,52300.0,71,193,23,214,1561,21.99,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,71,-14160.0,12889.63,71,71,71,71,3,71,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G024,TierA_search_full_31day,EXECUTED,crown_dragon_orca,129b0f6ab5190fb1,"{""beam_depth"":1,""beam_width"":0,""evolution_generation"":1,""money_weight"":1.46,""month_end_weight"":0.0,""pph_weight"":8.3,""pref_debt_weight"":0.2,""query_k"":120,""value_weight"":0.0}",runs/dragon_orca/eval_20260529/search/G024,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G024 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-22750.93,29549.07,52300.0,66,272,22,218,1552,23.52,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,66,-14160.0,13658.62,0,0,0,0,0,66,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G025,TierA_search_full_31day,EXECUTED,crown_dragon_orca,b52a5f412da7d1e7,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":2,""money_weight"":1.58,""month_end_weight"":3.0,""pph_weight"":8.85,""pref_debt_weight"":0.32,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G025,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G025 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-23377.57,32122.43,55500.0,68,207,23,206,1506,22.15,0,0,0,7,203,0,0,0.8939,1.0,0.0,0.0,68,-17360.0,11085.26,68,68,68,68,5,68,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G026,TierA_search_full_31day,EXECUTED,crown_dragon_orca,bd3372ddb842c667,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":3,""money_weight"":1.7,""month_end_weight"":6.0,""pph_weight"":9.4,""pref_debt_weight"":0.44,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G026,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G026 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-33551.13,29948.87,63500.0,69,191,24,210,1559,22.59,0,0,0,7,199,0,0,0.8939,1.0,0.0,0.0,69,-25360.0,13258.82,69,69,69,69,5,69,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G027,TierA_search_full_31day,EXECUTED,crown_dragon_orca,706f82ce434f310c,"{""beam_depth"":3,""beam_width"":2,""evolution_generation"":1,""money_weight"":1.82,""month_end_weight"":9.0,""pph_weight"":5.0,""pref_debt_weight"":0.56,""query_k"":600,""value_weight"":0.24}",runs/dragon_orca/eval_20260529/search/G027,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G027 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-15653.58,31486.43,47140.0,68,218,22,218,1579,23.22,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,68,-9000.0,11721.26,68,68,68,68,4,68,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G028,TierA_search_full_31day,EXECUTED,crown_dragon_orca,148d2430497d7980,"{""beam_depth"":1,""beam_width"":0,""evolution_generation"":2,""money_weight"":1.1,""month_end_weight"":0.0,""pph_weight"":5.55,""pref_debt_weight"":0.68,""query_k"":120,""value_weight"":0.0}",runs/dragon_orca/eval_20260529/search/G028,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G028 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-22569.59,29730.41,52300.0,68,271,22,218,1558,22.91,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,68,-14160.0,13477.28,0,0,0,0,0,68,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G029,TierA_search_full_31day,EXECUTED,crown_dragon_orca,354d2e004ddbb292,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":3,""money_weight"":1.22,""month_end_weight"":3.0,""pph_weight"":6.1,""pref_debt_weight"":0.8,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G029,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G029 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21716.28,30583.73,52300.0,70,211,23,212,1553,22.19,0,0,0,7,207,0,0,0.8939,1.0,0.0,0.0,70,-14160.0,12623.96,70,70,70,70,4,70,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G030,TierA_search_full_31day,EXECUTED,crown_dragon_orca,101e752224210682,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":1,""money_weight"":1.34,""month_end_weight"":6.0,""pph_weight"":6.65,""pref_debt_weight"":0.2,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G030,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G030 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21716.28,30583.73,52300.0,70,211,23,212,1553,22.19,0,0,0,7,207,0,0,0.8939,1.0,0.0,0.0,70,-14160.0,12623.96,70,70,70,70,4,70,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G031,TierA_search_full_31day,EXECUTED,crown_dragon_orca,cab884f1cc7ffbae,"{""beam_depth"":3,""beam_width"":2,""evolution_generation"":2,""money_weight"":1.46,""month_end_weight"":9.0,""pph_weight"":7.2,""pref_debt_weight"":0.32,""query_k"":600,""value_weight"":0.24}",runs/dragon_orca/eval_20260529/search/G031,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G031 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21981.95,30318.06,52300.0,71,193,23,214,1561,21.99,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,71,-14160.0,12889.63,71,71,71,71,3,71,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G032,TierA_search_full_31day,EXECUTED,crown_dragon_orca,eb6b04f0a0ab7301,"{""beam_depth"":1,""beam_width"":0,""evolution_generation"":3,""money_weight"":1.58,""month_end_weight"":0.0,""pph_weight"":7.75,""pref_debt_weight"":0.44,""query_k"":120,""value_weight"":0.0}",runs/dragon_orca/eval_20260529/search/G032,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G032 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-9831.06,31308.94,41140.0,67,199,22,216,1564,23.34,0,0,0,7,208,0,0,0.8939,1.0,0.0,0.0,67,-3000.0,11898.75,0,0,0,0,0,67,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G033,TierA_search_full_31day,EXECUTED,crown_dragon_orca,2f8bf14454f909c1,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":1,""money_weight"":1.7,""month_end_weight"":3.0,""pph_weight"":8.3,""pref_debt_weight"":0.56,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G033,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G033 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-27599.2,30740.8,58340.0,68,195,23,213,1577,23.19,0,0,0,7,202,0,0,0.8939,1.0,0.0,0.0,68,-20200.0,12466.89,68,68,68,68,5,68,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G034,TierA_search_full_31day,EXECUTED,crown_dragon_orca,1e62a055acc634d2,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":2,""money_weight"":1.82,""month_end_weight"":6.0,""pph_weight"":8.85,""pref_debt_weight"":0.68,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G034,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G034 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-27599.2,30740.8,58340.0,68,195,23,213,1577,23.19,0,0,0,7,202,0,0,0.8939,1.0,0.0,0.0,68,-20200.0,12466.89,68,68,68,68,5,68,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G035,TierA_search_full_31day,EXECUTED,crown_dragon_orca,11d65fb1b19e98a4,"{""beam_depth"":3,""beam_width"":2,""evolution_generation"":3,""money_weight"":1.1,""month_end_weight"":9.0,""pph_weight"":9.4,""pref_debt_weight"":0.8,""query_k"":600,""value_weight"":0.24}",runs/dragon_orca/eval_20260529/search/G035,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G035 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-21981.95,30318.06,52300.0,71,193,23,214,1561,21.99,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,71,-14160.0,12889.63,71,71,71,71,3,71,3,0.85,,true,kill,below_b0_or_negative_tradeoff
G036,TierA_search_full_31day,EXECUTED,crown_dragon_orca,77ca5630ad1b809f,"{""beam_depth"":1,""beam_width"":0,""evolution_generation"":1,""money_weight"":1.22,""month_end_weight"":0.0,""pph_weight"":5.0,""pref_debt_weight"":0.2,""query_k"":120,""value_weight"":0.0}",runs/dragon_orca/eval_20260529/search/G036,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G036 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-9649.72,31490.28,41140.0,69,198,22,216,1570,22.75,0,0,0,7,208,0,0,0.8939,1.0,0.0,0.0,69,-3000.0,11717.41,0,0,0,0,0,69,1,0.85,,true,kill,below_b0_or_negative_tradeoff
G037,TierA_search_full_31day,EXECUTED,crown_dragon_orca,15bdcde21054752a,"{""beam_depth"":2,""beam_width"":2,""evolution_generation"":2,""money_weight"":1.34,""month_end_weight"":3.0,""pph_weight"":5.55,""pref_debt_weight"":0.32,""query_k"":200,""value_weight"":0.08}",runs/dragon_orca/eval_20260529/search/G037,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G037 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-15764.35,31375.66,47140.0,69,215,22,215,1571,22.77,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,69,-9000.0,11832.03,69,69,69,69,4,69,2,0.85,,true,kill,below_b0_or_negative_tradeoff
G038,TierA_search_full_31day,EXECUTED,crown_dragon_orca,446c0829a16adb6a,"{""beam_depth"":2,""beam_width"":3,""evolution_generation"":3,""money_weight"":1.46,""month_end_weight"":6.0,""pph_weight"":6.1,""pref_debt_weight"":0.44,""query_k"":300,""value_weight"":0.15}",runs/dragon_orca/eval_20260529/search/G038,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\search\G038 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-15764.35,31375.66,47140.0,69,215,22,215,1571,22.77,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,69,-9000.0,11832.03,69,69,69,69,4,69,3,0.85,,true,kill,below_b0_or_negative_tradeoff
M0,M0_money_backbone_only,EXECUTED,crown_dragon_orca,06168b92ca65cbbe,"{""module"":""high_gross_backbone""}",runs/dragon_orca/eval_20260529/M0_money_backbone_only,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M0_money_backbone_only --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-2128.96,45051.04,47180.0,68,140,0,208,6066,89.21,0,0,0,7,0,0,0,0.8939,1.0,0.0,0.0,68,-9040.0,-1843.35,0,0,0,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M1,M1_money_basic_per_action_shield,EXECUTED,crown_dragon_orca,29e16356d806ce3b,"{""module"":""basic_debt_shield""}",runs/dragon_orca/eval_20260529/M1_money_basic_per_action_shield,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M1_money_basic_per_action_shield --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-14409.79,39070.22,53480.0,78,165,9,206,6055,77.63,0,0,0,7,0,0,0,0.8939,1.0,0.0,0.0,78,-15340.0,4137.47,0,0,0,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M10,M10_evolution_best_gen1,EXECUTED,crown_dragon_orca,b239efd9d2788555,"{""evolution_generation"":1}",runs/dragon_orca/eval_20260529/M10_evolution_gen1,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M10_evolution_gen1 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-22750.93,29549.07,52300.0,66,272,22,218,1552,23.52,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,66,-14160.0,13658.62,66,66,66,0,0,66,1,0.85,,true,kill,below_b0_or_negative_tradeoff
M11,M11_evolution_best_gen2,EXECUTED,crown_dragon_orca,8dc9db4a4d4d5713,"{""evolution_generation"":2}",runs/dragon_orca/eval_20260529/M11_evolution_gen2,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M11_evolution_gen2 --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-10813.21,32426.8,43240.0,70,222,22,224,1602,22.89,0,0,0,7,212,0,0,0.8939,1.0,0.0,0.0,70,-5100.0,10780.89,0,0,0,0,0,70,2,0.85,,true,kill,below_b0_or_negative_tradeoff
M12,M12_evolution_best_gen3plus,EXECUTED,crown_dragon_orca,a07275ae664124ed,"{""evolution_generation"":3}",runs/dragon_orca/eval_20260529/M12_evolution_gen3plus,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M12_evolution_gen3plus --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-22750.93,29549.07,52300.0,66,272,22,218,1552,23.52,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,66,-14160.0,13658.62,66,66,66,0,0,66,3,0.85,,true,kill,below_b0_or_negative_tradeoff
M13,M13_final_selected,EXECUTED,crown_dragon_orca,782ec8bc45c37936,"{""final_selected"":true}",runs/dragon_orca/eval_20260529/M13_final_selected,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M13_final_selected --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-22750.93,29549.07,52300.0,66,272,22,218,1552,23.52,0,0,0,7,210,0,0,0.8939,1.0,0.0,0.0,66,-14160.0,13658.62,66,66,66,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M2,M2_money_qwen_ensemble_shield,EXECUTED,crown_dragon_orca,2ba3c366d89f8dd8,"{""module"":""qwen_ensemble_shield""}",runs/dragon_orca/eval_20260529/M2_money_qwen_ensemble_shield,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M2_money_qwen_ensemble_shield --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-20362.11,39217.9,59580.0,78,165,9,206,6055,77.63,0,0,0,7,203,0,0,0.8939,1.0,0.0,0.0,78,-21440.0,3989.79,0,0,0,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M3,M3_money_shield_plus_repair_take_bonus,EXECUTED,crown_dragon_orca,b8f511c574c08767,"{""module"":""repair_take_bonus""}",runs/dragon_orca/eval_20260529/M3_repair_take_bonus,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M3_repair_take_bonus --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-20362.11,39217.9,59580.0,78,165,9,206,6055,77.63,0,0,0,7,203,0,0,0.8939,1.0,0.0,0.0,78,-21440.0,3989.79,0,0,0,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M4,M4_money_shield_plus_adaptive_query,EXECUTED,crown_dragon_orca,da98642858387ce0,"{""module"":""adaptive_query""}",runs/dragon_orca/eval_20260529/M4_adaptive_query,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M4_adaptive_query --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-33540.15,34899.86,68440.0,73,166,8,221,1587,21.74,0,0,0,7,216,0,0,0.8939,1.0,0.0,0.0,73,-30300.0,8307.83,0,0,0,73,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M5,M5_money_shield_plus_month_end_protection,EXECUTED,crown_dragon_orca,fe495ab75a090049,"{""module"":""month_end_protection""}",runs/dragon_orca/eval_20260529/M5_month_end_protection,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M5_month_end_protection --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-25651.02,37748.98,63400.0,77,165,8,203,5957,77.36,0,0,0,7,199,0,0,0.8939,1.0,0.0,0.0,77,-25260.0,5458.71,0,0,0,0,2,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M6,M6_money_shield_plus_value_model,EXECUTED,crown_dragon_orca,a8df9c76d137855a,"{""module"":""value_model""}",runs/dragon_orca/eval_20260529/M6_value_model,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M6_value_model --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-29315.28,34724.72,64040.0,74,161,8,217,1493,20.18,0,0,0,7,209,0,0,0.8939,1.0,0.0,0.0,74,-25900.0,8482.97,74,0,74,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
M7,M7_money_shield_plus_depth2_beam,EXECUTED,crown_dragon_orca,a17047b02e756bb6,"{""module"":""depth2_beam""}",runs/dragon_orca/eval_20260529/M7_depth2_beam,C:\Anaconda3\python.exe tools/run_local_eval.py --simulation-days 31 --variant crown_dragon_orca --results-dir C:\budostudy\only_for_codex\thelatstcargo\runs\dragon_orca\eval_20260529\M7_depth2_beam --data-dir C:\budostudy\only_for_codex\thelatstcargo\demo\server\data,0,20260529,31,-28676.55,35363.45,64040.0,77,152,8,211,1480,19.22,0,0,0,7,207,0,0,0.8939,1.0,0.0,0.0,77,-25900.0,7844.24,77,77,77,0,0,0,0,0.85,,true,kill,below_b0_or_negative_tradeoff
