row_type,run_id,dataset_tag,driver_id_hash,day_index,rule_index,rule_hash,rule_type,progress,debt,deadline,repair_windows,marginal_violation_cost,marginal_repair_value,actual_penalty,missed_repair_opportunities,longest_continuous_wait_minutes,wait_minutes,query_minutes_inside_rest_window,no_query_rest_block_used,redaction_status,attribution_method
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,24,,,daily_rest_observation,"{""wait_minutes"":771}",,day_end,redacted_daily_window,,,,,471,771,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,25,,,daily_rest_observation,"{""wait_minutes"":775}",,day_end,redacted_daily_window,,,,,475,775,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,26,,,daily_rest_observation,"{""wait_minutes"":727}",,day_end,redacted_daily_window,,,,,427,727,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,27,,,daily_rest_observation,"{""wait_minutes"":811}",,day_end,redacted_daily_window,,,,,511,811,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,28,,,daily_rest_observation,"{""wait_minutes"":1864}",,day_end,redacted_daily_window,,,,,1467,1864,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,0bcc30e5393c,30,,,daily_rest_observation,"{""wait_minutes"":584}",,day_end,redacted_daily_window,,,,,540,584,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,0,,,daily_rest_observation,"{""wait_minutes"":840}",,day_end,redacted_daily_window,,,,,540,840,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,1,,,daily_rest_observation,"{""wait_minutes"":826}",,day_end,redacted_daily_window,,,,,526,826,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,2,,,daily_rest_observation,"{""wait_minutes"":740}",,day_end,redacted_daily_window,,,,,440,740,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,3,,,daily_rest_observation,"{""wait_minutes"":790}",,day_end,redacted_daily_window,,,,,490,790,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,4,,,daily_rest_observation,"{""wait_minutes"":775}",,day_end,redacted_daily_window,,,,,475,775,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,5,,,daily_rest_observation,"{""wait_minutes"":828}",,day_end,redacted_daily_window,,,,,528,828,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,6,,,daily_rest_observation,"{""wait_minutes"":651}",,day_end,redacted_daily_window,,,,,501,651,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,7,,,daily_rest_observation,"{""wait_minutes"":634}",,day_end,redacted_daily_window,,,,,484,634,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,8,,,daily_rest_observation,"{""wait_minutes"":708}",,day_end,redacted_daily_window,,,,,408,708,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,9,,,daily_rest_observation,"{""wait_minutes"":543}",,day_end,redacted_daily_window,,,,,393,543,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,10,,,daily_rest_observation,"{""wait_minutes"":798}",,day_end,redacted_daily_window,,,,,498,798,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,11,,,daily_rest_observation,"{""wait_minutes"":625}",,day_end,redacted_daily_window,,,,,475,625,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,12,,,daily_rest_observation,"{""wait_minutes"":577}",,day_end,redacted_daily_window,,,,,427,577,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,13,,,daily_rest_observation,"{""wait_minutes"":854}",,day_end,redacted_daily_window,,,,,450,854,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,14,,,daily_rest_observation,"{""wait_minutes"":1324}",,day_end,redacted_daily_window,,,,,1324,1324,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,15,,,daily_rest_observation,"{""wait_minutes"":990}",,day_end,redacted_daily_window,,,,,540,990,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,16,,,daily_rest_observation,"{""wait_minutes"":726}",,day_end,redacted_daily_window,,,,,426,726,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,17,,,daily_rest_observation,"{""wait_minutes"":779}",,day_end,redacted_daily_window,,,,,479,779,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,18,,,daily_rest_observation,"{""wait_minutes"":590}",,day_end,redacted_daily_window,,,,,440,590,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,19,,,daily_rest_observation,"{""wait_minutes"":1012}",,day_end,redacted_daily_window,,,,,532,1012,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,20,,,daily_rest_observation,"{""wait_minutes"":300}",,day_end,redacted_daily_window,,,,,300,300,0,0,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,21,,,daily_rest_observation,"{""wait_minutes"":672}",,day_end,redacted_daily_window,,,,,522,672,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,22,,,daily_rest_observation,"{""wait_minutes"":822}",,day_end,redacted_daily_window,,,,,522,822,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,23,,,daily_rest_observation,"{""wait_minutes"":657}",,day_end,redacted_daily_window,,,,,507,657,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,24,,,daily_rest_observation,"{""wait_minutes"":754}",,day_end,redacted_daily_window,,,,,454,754,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,25,,,daily_rest_observation,"{""wait_minutes"":775}",,day_end,redacted_daily_window,,,,,475,775,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,26,,,daily_rest_observation,"{""wait_minutes"":727}",,day_end,redacted_daily_window,,,,,427,727,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,27,,,daily_rest_observation,"{""wait_minutes"":811}",,day_end,redacted_daily_window,,,,,511,811,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,28,,,daily_rest_observation,"{""wait_minutes"":437}",,day_end,redacted_daily_window,,,,,397,437,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,29,,,daily_rest_observation,"{""wait_minutes"":1427}",,day_end,redacted_daily_window,,,,,1427,1427,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,263f61d9f731,30,,,daily_rest_observation,"{""wait_minutes"":584}",,day_end,redacted_daily_window,,,,,540,584,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
daily_rest_matrix,runs/next_build/20260509/calendar_rest_only,20260509_reference,3c5844ed8465,0,,,daily_rest_observation,"{""wait_minutes"":1225}",,day_end,redacted_daily_window,,,,,685,1225,0,1,literal_banned_terms_redacted,action_trace_daily_rollup
