run_id,dataset,driver_hash,step_hash,action_type,candidate_type,chosen_action_type,delta_official_net,delta_gross_minus_cost,delta_preference_penalty,delta_query_minutes,delta_time_minutes,label_mode,continuation_policy,exact_official_label,replay_valid_after_replacement,visibility_valid,legality_valid,state_compatibility_ok,confidence,notes
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,6c09020c5583,wait,top_rejected_take,wait,-12071.77,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,6c09020c5583,wait,top_rejected_take,wait,-13188.76,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,6c09020c5583,wait,top_rejected_take,wait,-13244.54,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,6c09020c5583,wait,top_rejected_take,wait,-13307.81,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,c43407ac9f19,wait,top_rejected_take,wait,-13413.81,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,c43407ac9f19,wait,top_rejected_take,wait,-13808.36,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,c43407ac9f19,wait,top_rejected_take,wait,-14127.97,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,c43407ac9f19,wait,top_rejected_take,wait,-14240.86,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,c43407ac9f19,wait,top_rejected_take,wait,-14345.48,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,1171acf64e62,wait,top_rejected_take,wait,-9850.97,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,1171acf64e62,wait,top_rejected_take,wait,-10135.7,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,1171acf64e62,wait,top_rejected_take,wait,-11273.72,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,1171acf64e62,wait,top_rejected_take,wait,-11649.84,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,1171acf64e62,wait,top_rejected_take,wait,-12123.17,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,d90022697ee5,wait,top_rejected_take,wait,-11296.3,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,d90022697ee5,wait,top_rejected_take,wait,-11581.04,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,d90022697ee5,wait,top_rejected_take,wait,-11735.9,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,d90022697ee5,wait,top_rejected_take,wait,-13085.18,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,d90022697ee5,wait,top_rejected_take,wait,-14047.29,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,7d001d823dda,wait,top_rejected_take,wait,-11565.95,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,7d001d823dda,wait,top_rejected_take,wait,-11919.86,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,7d001d823dda,wait,top_rejected_take,wait,-11936.77,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,7d001d823dda,wait,top_rejected_take,wait,-12623.0,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,7d001d823dda,wait,top_rejected_take,wait,-12752.45,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,0fd88b1b3909,wait,top_rejected_take,wait,-13011.29,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,0fd88b1b3909,wait,top_rejected_take,wait,-13355.2,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,0fd88b1b3909,wait,top_rejected_take,wait,-13358.15,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,0fd88b1b3909,wait,top_rejected_take,wait,-13379.78,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
C:/budostudy/only_for_codex/thelatstcargo/runs/pce/20260529/pce_final,20260529,e7a52d984e7e,0fd88b1b3909,wait,top_rejected_take,wait,-13382.11,,,0,,completed_trajectory_replacement,local_greedy_replan,False,False,True,True,False,0.35,"heuristic_from_runtime_wait_forensic:{""reason"":""pce_daily_repair_boundary""}"
